timestamp,run_tag,z_source,architecture,loss_type,huber_delta,tv_weight,k_value,results_csvs_copied
2026-08-12T11:35:06,convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05,uniform,convdecoder_dcse,huber,0.02327,5.865e-05,10,convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg10_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg_batch_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg10_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch19_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch21_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch22_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_mri_vae.csv;kavg10_convdecoder_mri_vae.csv;convdecoder_dcse_uniform_huber_delta0.1192_tv2.548e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv
2026-08-12T19:23:44,convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05,uniform,convdecoder_dcse,huber,0.02327,5.865e-05,10,convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg10_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg_batch_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg10_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch19_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch21_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch22_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_mri_vae.csv;kavg10_convdecoder_mri_vae.csv;convdecoder_dcse_uniform_huber_delta0.1192_tv2.548e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_k10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_summary.csv
2026-08-13T15:31:25,convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05,uniform,convdecoder_dcse,huber,0.02327,5.865e-05,5,convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg10_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg_batch_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg10_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch19_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch21_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch22_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_mri_vae.csv;kavg10_convdecoder_mri_vae.csv;convdecoder_dcse_uniform_huber_delta0.1192_tv2.548e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch_k10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv
2026-08-13T19:11:56,convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05,uniform,convdecoder_dcse,huber,0.02327,5.865e-05,5,convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg10_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg_batch_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg10_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch19_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch21_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch22_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_mri_vae.csv;kavg10_convdecoder_mri_vae.csv;convdecoder_dcse_uniform_huber_delta0.1192_tv2.548e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch_k10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg5_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_k5_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv
2026-08-14T11:14:42,convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3,uniform,convdecoder_dcse,huber,0.02327,5.865e-05,10,convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg10_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg_batch_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg10_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch19_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch21_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch22_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_mri_vae.csv;kavg10_convdecoder_mri_vae.csv;convdecoder_dcse_uniform_huber_delta0.1192_tv2.548e-05.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_k10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg5_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch_k5_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv
2026-08-14T15:58:59,convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3,uniform,convdecoder_dcse,huber,0.02327,5.865e-05,10,convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg10_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg_batch_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg10_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch19_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch21_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch22_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_mri_vae.csv;kavg10_convdecoder_mri_vae.csv;convdecoder_dcse_uniform_huber_delta0.1192_tv2.548e-05.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_k10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg5_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch_k5_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;kavg_batch_k10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;kavg_batch20_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3_summary.csv
2026-08-17T13:05:45,convdecoder_dcse_uniform_huber_delta0.1266_tv3.179e-05,uniform,convdecoder_dcse,huber,0.1266,3.179e-05,10,convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg10_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg_batch_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg10_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch19_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch21_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch22_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_mri_vae.csv;kavg10_convdecoder_mri_vae.csv;convdecoder_dcse_uniform_huber_delta0.1192_tv2.548e-05.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_k10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg5_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch_k5_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;kavg_batch20_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3_summary.csv;kavg_batch_k10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;convdecoder_dcse_uniform_huber_delta0.07118_tv9.805e-05.csv;kavg5_convdecoder_dcse_uniform_huber_delta0.07118_tv9.805e-05.csv;kavg_batch_k5_convdecoder_dcse_uniform_huber_delta0.07118_tv9.805e-05.csv;optuna_trials_huber_tv_convdecoder_dcse_uniform_20260816_093528.csv;convdecoder_dcse_uniform_huber_delta0.1788_tv3.418e-05.csv;optuna_trials_huber_tv_convdecoder_dcse_uniform_20260816_123434.csv;convdecoder_dcse_uniform_huber_delta0.04545_tv6.991e-05.csv;kavg_batch_k5_convdecoder_dcse_uniform_huber_delta0.04545_tv6.991e-05.csv;optuna_trials_huber_tv_full_convdecoder_dcse_uniform_20260817_110022.csv;optuna_trials_huber_tv_accel_convdecoder_dcse_uniform_20260817_125538.csv;convdecoder_dcse_uniform_huber_delta0.1266_tv3.179e-05.csv
2026-08-17T15:08:51,convdecoder_dcse_uniform_huber_delta0.1266_tv3.179e-05,uniform,convdecoder_dcse,huber,0.1266,3.179e-05,5,convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg10_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg_batch_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg10_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch19_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch21_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch22_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_mri_vae.csv;kavg10_convdecoder_mri_vae.csv;convdecoder_dcse_uniform_huber_delta0.1192_tv2.548e-05.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_k10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg5_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch_k5_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;kavg_batch20_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3_summary.csv;kavg_batch_k10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;convdecoder_dcse_uniform_huber_delta0.07118_tv9.805e-05.csv;kavg5_convdecoder_dcse_uniform_huber_delta0.07118_tv9.805e-05.csv;kavg_batch_k5_convdecoder_dcse_uniform_huber_delta0.07118_tv9.805e-05.csv;optuna_trials_huber_tv_convdecoder_dcse_uniform_20260816_093528.csv;convdecoder_dcse_uniform_huber_delta0.1788_tv3.418e-05.csv;optuna_trials_huber_tv_convdecoder_dcse_uniform_20260816_123434.csv;convdecoder_dcse_uniform_huber_delta0.04545_tv6.991e-05.csv;kavg_batch_k5_convdecoder_dcse_uniform_huber_delta0.04545_tv6.991e-05.csv;optuna_trials_huber_tv_full_convdecoder_dcse_uniform_20260817_110022.csv;optuna_trials_huber_tv_accel_convdecoder_dcse_uniform_20260817_125538.csv;convdecoder_dcse_uniform_huber_delta0.1266_tv3.179e-05.csv;kavg5_convdecoder_dcse_uniform_huber_delta0.1266_tv3.179e-05.csv
2026-08-18T05:28:20,convdecoder_dcse_uniform_huber_delta0.1266_tv3.179e-05,uniform,convdecoder_dcse,huber,0.1266,3.179e-05,5,convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg10_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg_batch_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg10_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch19_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch21_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch22_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_mri_vae.csv;kavg10_convdecoder_mri_vae.csv;convdecoder_dcse_uniform_huber_delta0.1192_tv2.548e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;kavg_batch20_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3_summary.csv;kavg_batch_k10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;convdecoder_dcse_uniform_huber_delta0.07118_tv9.805e-05.csv;kavg5_convdecoder_dcse_uniform_huber_delta0.07118_tv9.805e-05.csv;kavg_batch_k5_convdecoder_dcse_uniform_huber_delta0.07118_tv9.805e-05.csv;optuna_trials_huber_tv_convdecoder_dcse_uniform_20260816_093528.csv;convdecoder_dcse_uniform_huber_delta0.1788_tv3.418e-05.csv;optuna_trials_huber_tv_convdecoder_dcse_uniform_20260816_123434.csv
2026-08-18T17:18:39,convdecoder_dcse_uniform_huber_delta0.1122_tv0.0003052,uniform,convdecoder_dcse,huber,0.1122,0.0003052,5,convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg10_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;kavg_batch_convdecoder_uniform_huber_delta0.1066_tv0.0001305.csv;convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg10_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.03487_tv1.212e-05.csv;kavg_batch19_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch21_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;kavg_batch22_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg10_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch_convdecoder_uniform_huber_delta0.02327_tv5.865e-05.csv;kavg_batch20_convdecoder_uniform_huber_delta0.02327_tv5.865e-05_summary.csv;convdecoder_mri_vae.csv;kavg10_convdecoder_mri_vae.csv;convdecoder_dcse_uniform_huber_delta0.1192_tv2.548e-05.csv;convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;kavg10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;kavg_batch20_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3_summary.csv;kavg_batch_k10_convdecoder_dcse_uniform_huber_delta0.02327_tv5.865e-05_blurk3.csv;convdecoder_dcse_uniform_huber_delta0.07118_tv9.805e-05.csv;kavg5_convdecoder_dcse_uniform_huber_delta0.07118_tv9.805e-05.csv;kavg_batch_k5_convdecoder_dcse_uniform_huber_delta0.07118_tv9.805e-05.csv;optuna_trials_huber_tv_convdecoder_dcse_uniform_20260816_093528.csv;convdecoder_dcse_uniform_huber_delta0.1788_tv3.418e-05.csv;optuna_trials_huber_tv_convdecoder_dcse_uniform_20260816_123434.csv;convdecoder_dcse_uniform_huber_delta0.1266_tv3.179e-05.csv;kavg5_convdecoder_dcse_uniform_huber_delta0.1266_tv3.179e-05.csv;optuna_trials_huber_tv_full_convdecoder_dcse_uniform_20260818_075243.csv;optuna_trials_huber_tv_accel_convdecoder_dcse_uniform_20260818_090311.csv;kavg_batch_k5_convdecoder_dcse_uniform_huber_delta0.1192_tv1.177e-05.csv;kavg5_convdecoder_dcse_uniform_huber_delta0.1192_tv1.177e-05.csv;convdecoder_dcse_uniform_huber_delta0.1192_tv1.177e-05.csv;optuna_trials_huber_tv_full_convdecoder_dcse_uniform_20260818_143358.csv;optuna_trials_huber_tv_accel_convdecoder_dcse_uniform_20260818_155403.csv;convdecoder_dcse_uniform_huber_delta0.1122_tv0.0003052.csv
