Architecture,Image,Method,Z_Source,Loss_Type,Huber_Delta,TV_Weight,PSNR,SSIM,MS-SSIM,VIF,NMSE,HFEN
convdecoder_dcse,file1000033.h5,Zero-filled,n/a,n/a,n/a,n/a,28.35325113801805,0.7724915718932677,0.9000880122184753,0.4314625635043379,0.01613039076351349,0.7501691358817002
convdecoder_dcse,file1000033.h5,"ConvDecoder (random weights, 10000 iter)",uniform,huber,0.1246,0.0004641,36.67584912641328,0.912755408000515,0.980591893196106,0.9002447560003893,0.0023734773389095204,0.2528903745455913
convdecoder_dcse,file1000041.h5,Zero-filled,n/a,n/a,n/a,n/a,21.248690308064045,0.6781274005172504,0.8471031785011292,0.47880043480715206,0.07806198515576233,0.7369407337545835
