,Mean,Std,N
PSNR,33.43839055969575,2.886251820361287,20
SSIM,0.8743842701307024,0.03395296500753025,20
MS-SSIM,0.9691840976476669,0.010789124395108844,20
VIF,0.889703580504525,0.06805969370182315,20
NMSE,0.0067147477274243595,0.00442509288244289,20
HFEN,0.3141896069717141,0.08030043408229301,20
