,Mean,Std,N
PSNR,34.179284684172266,2.4893591975888976,20
SSIM,0.8853448285313066,0.0347862138165095,20
MS-SSIM,0.9737043619155884,0.011026274355792603,20
VIF,0.9064740759081051,0.06772377661938528,20
NMSE,0.005503910711516086,0.002361179162828395,20
HFEN,0.2986989108101652,0.07061829954062344,20
