,Mean,Std,N
PSNR,34.003725683516464,2.5487731129196383,20
SSIM,0.8793736842366673,0.0340253717079737,20
MS-SSIM,0.9721334189176559,0.01032716331173378,20
VIF,0.8932613040073475,0.06137297651023453,20
NMSE,0.005689975124960401,0.0029405870365403434,20
HFEN,0.3188938409799691,0.08288715359901708,20
