,Mean,Std,N
PSNR,33.94948335151805,2.5163419884933202,20
SSIM,0.8828483592833167,0.029863455114062985,20
MS-SSIM,0.9725957095623017,0.008357456300489818,20
VIF,0.9090714592204036,0.04285705573129209,20
NMSE,0.005950567293229648,0.003508095884113433,20
HFEN,0.3194179350132732,0.06979091766152414,20
