,Mean,Std,N
PSNR,31.161444628191564,3.121166469572663,22
SSIM,0.8333827995056269,0.0444773003714144,22
MS-SSIM,0.961860104040666,0.014492848565207673,22
VIF,0.88826885025931,0.08523433963841036,22
NMSE,0.010847408559673656,0.005993748477301457,22
HFEN,0.3735023625841126,0.10512200046744877,22
