,Mean,Std,N
PSNR,33.591221092019666,2.6474933943435732,20
SSIM,0.881505668051753,0.03269165328694522,20
MS-SSIM,0.9695717364549636,0.011149633778606626,20
VIF,0.8624146437154578,0.06575307584803605,20
NMSE,0.006165192368200543,0.0028981746529035918,20
HFEN,0.33583496459652123,0.09667244403377957,20
