,Mean,Std,N
PSNR,35.75117970347749,2.507860904647969,2
SSIM,0.9031548050943097,0.03169580565850263,2
MS-SSIM,0.9789273142814636,0.005235987284205309,2
VIF,0.9133941809504854,0.0006706584207494848,2
NMSE,0.004117145252580772,0.0006241443587051946,2
HFEN,0.2936366208678627,0.029360868224698848,2
