Architecture,Image,Method,Z_Source,Loss_Type,Huber_Delta,TV_Weight,PSNR,SSIM,MS-SSIM,VIF,NMSE,HFEN
convdecoder_dcse,file1000033.h5,Zero-filled,n/a,n/a,n/a,n/a,28.658046139760923,0.7758563647115863,0.899962842464447,0.47811549498856293,0.015037145024212063,0.7437732830936159
convdecoder_dcse,file1000033.h5,"ConvDecoder (random weights, 10000 iter)",uniform,huber,0.1266,3.179e-05,35.47882677122969,0.9014426009441874,0.9793775677680969,0.9229082435411572,0.0031267080020187144,0.3018828590543857
convdecoder_dcse,file1000041.h5,Zero-filled,n/a,n/a,n/a,n/a,22.126469755815684,0.6946863131472995,0.8515587449073792,0.4735889532205418,0.06377664168023835,0.7528955223858341
convdecoder_dcse,file1000041.h5,"Run A: random init, 10000 iter",uniform,huber,0.1266,3.179e-05,32.559690380280685,0.8474376654419358,0.9613575339317322,0.8934050425540492,0.005772176258537349,0.3185513707425618
convdecoder_dcse,file1000041.h5,"Run B: guided init, 10000 iter",uniform,huber,0.1266,3.179e-05,32.677881405054414,0.8468661996896278,0.9618281126022339,0.907080250462871,0.005617207689832206,0.32558699820579917
convdecoder_dcse,file1000041.h5,"Run C: guided init, 1000 iter",uniform,huber,0.1266,3.179e-05,32.677881405054414,0.8468661996896278,0.9618281126022339,0.907080250462871,0.005617207689832206,0.32558699820579917
