Architecture,Image,Method,Z_Source,Loss_Type,Huber_Delta,TV_Weight,PSNR,SSIM,MS-SSIM,VIF,NMSE,HFEN
convdecoder_dcse,file1000031.h5,"ConvDecoder-A (k=5, guided init, 1000 iter)",uniform,huber,0.04545,6.991e-05,31.41036683752859,0.839566541793895,0.9624283909797668,0.9012507887668368,0.010493507439870412,0.3713180621329868
convdecoder_dcse,file1000033.h5,"ConvDecoder-A (k=5, guided init, 1000 iter)",uniform,huber,0.04545,6.991e-05,34.8409105288578,0.8942255932360202,0.9736937880516052,0.8381510062453538,0.003621420447012699,0.3154690226117966
convdecoder_dcse,file1000073.h5,"ConvDecoder-A (k=5, guided init, 1000 iter)",uniform,huber,0.04545,6.991e-05,31.111234272327955,0.86131100419773,0.9595605731010437,0.7957002641400204,0.012136844745128612,0.3890251438290385
convdecoder_dcse,file1000107.h5,"ConvDecoder-A (k=5, guided init, 1000 iter)",uniform,huber,0.04545,6.991e-05,31.379391537549143,0.8527264680843226,0.9646263718605042,0.8932661188941787,0.006260425831754581,0.411025499039935
convdecoder_dcse,file1000108.h5,"ConvDecoder-A (k=5, guided init, 1000 iter)",uniform,huber,0.04545,6.991e-05,38.741777561049446,0.9450160466618616,0.9881041646003723,0.9561691971329979,0.0027350049738270187,0.26404201305697195
convdecoder_dcse,file1000243.h5,"ConvDecoder-A (k=5, guided init, 1000 iter)",uniform,huber,0.04545,6.991e-05,31.135130283200553,0.8286077416634939,0.9598472118377686,0.8327464846255413,0.007602121935217793,0.31851481808290366
convdecoder_dcse,file1000264.h5,"ConvDecoder-A (k=5, guided init, 1000 iter)",uniform,huber,0.04545,6.991e-05,27.153138450004356,0.8391897938374345,0.9568479657173157,0.9668273574218254,0.027001852621133055,0.6438570953168774
convdecoder_dcse,file1000277.h5,"ConvDecoder-A (k=5, guided init, 1000 iter)",uniform,huber,0.04545,6.991e-05,36.9313385817709,0.9132302201014808,0.9799560308456421,0.8480078349048894,0.0033170065121115922,0.271436101663533
convdecoder_dcse,file1000308.h5,"ConvDecoder-A (k=5, guided init, 1000 iter)",uniform,huber,0.04545,6.991e-05,31.493135360523613,0.8472769480133917,0.9684585332870483,0.8595586720244248,0.010109116765882886,0.34823733775225324
