,Mean,Std,N
PSNR,34.47610814079105,2.3691923438429296,20
SSIM,0.885099824750449,0.03147061519593147,20
MS-SSIM,0.9744793266057968,0.008778750473969081,20
VIF,0.9024094344432954,0.04588709163045281,20
NMSE,0.0049457299835698795,0.002420943770700459,20
HFEN,0.30220848715768733,0.0892455938455325,20
