,Mean,Std,N
PSNR,33.756076158190716,2.7823907610020453,20
SSIM,0.875264838808298,0.03627692370239349,20
MS-SSIM,0.9708649933338165,0.010387181764926165,20
VIF,0.9035654153069201,0.06184691766752337,20
NMSE,0.0058034420388646,0.0027894464457424418,20
HFEN,0.32082499502004275,0.06929721396819105,20
