,Mean,Std,N
PSNR,33.984604407961534,2.3118767946442986,20
SSIM,0.8846241529387718,0.02852940773961331,20
MS-SSIM,0.9741410553455353,0.008496686034711057,20
VIF,0.9183237270008849,0.046671208252451996,20
NMSE,0.005701579238981778,0.002631628674568949,20
HFEN,0.30674805911988046,0.06083301378059342,20
