,Mean,Std,N
PSNR,31.604658786561668,3.0291338472963147,19
SSIM,0.838120355044384,0.04297826501126172,19
MS-SSIM,0.9640125977365595,0.013144406776990882,19
VIF,0.8908575124668656,0.08609602731019352,19
NMSE,0.010205295581376665,0.0060161220856180175,19
HFEN,0.354903188161107,0.09401141549336238,19
