,Mean,Std,N
PSNR,33.87985742540084,2.429926044122804,20
SSIM,0.8745538518507308,0.03557280735394209,20
MS-SSIM,0.9700635671615601,0.010557251888635362,20
VIF,0.8902454607411636,0.058311975815866335,20
NMSE,0.005452744861367736,0.0022579130799144777,20
HFEN,0.3244954399161786,0.08261604579605734,20
