,Mean,Std,N
PSNR,34.07552452555523,2.485202321675893,20
SSIM,0.8813672707427592,0.03113286660755813,20
MS-SSIM,0.9729757875204086,0.008969997804794565,20
VIF,0.9018886450027571,0.059265212173253624,20
NMSE,0.00562859509741599,0.0029280374632263176,20
HFEN,0.31441830691939743,0.07689989757633148,20
