PSNR,SSIM,MS-SSIM,VIF,NMSE,HFEN,Image,Exponent
34.264672124520665,0.8968837579807266,0.975746214389801,0.9327578591939093,0.0039041025094136064,0.3037926115621617,file1000464.h5,0.0
34.268470428835954,0.896871446170202,0.9757446646690369,0.9327665045156456,0.0039006895057332965,0.3037664056201298,file1000464.h5,0.25
34.272265983623036,0.8968585012869037,0.9757431149482727,0.9327736353488831,0.0038972819531106475,0.30374285911975496,file1000464.h5,0.5
34.27605886548218,0.8968449398067276,0.9757412672042847,0.9327792525832008,0.0038938797737912366,0.3037219293949684,file1000464.h5,0.75
34.27984915583614,0.8968307783359348,0.9757391810417175,0.9327833575926775,0.003890482885958477,0.3037035730929717,file1000464.h5,1.0
34.28363694104579,0.8968160335832447,0.9757367372512817,0.9327859521140154,0.003887091203648008,0.3036877461152321,file1000464.h5,1.25
34.287422312058,0.8968007223382951,0.9757338762283325,0.9327870382059953,0.0038837046370807705,0.30367440360697534,file1000464.h5,1.5
34.29498619197456,0.8967684678034937,0.9757277965545654,0.9327846953859047,0.0038769464786512376,0.30365498909188166,file1000464.h5,2.0
34.31008921389241,0.8966979034100392,0.9757129549980164,0.9327620582573354,0.0038634874283977163,0.30364393145724344,file1000464.h5,3.0
34.96217533696211,0.9029981786323235,0.9812403321266174,0.9067308324277926,0.00318261058093333,0.23137177093242234,file1000477.h5,0.0
34.96270943019781,0.9030011026913961,0.9812423586845398,0.9066313302686343,0.003182219209102167,0.2313439392211173,file1000477.h5,0.25
34.963214512134925,0.9030038012142604,0.9812441468238831,0.9065314410803404,0.003181849140393005,0.23131679043306028,file1000477.h5,0.5
34.96369029755439,0.9030062724690989,0.9812458157539368,0.9064311674936568,0.0031815005763267653,0.23129033086131615,file1000477.h5,0.75
34.96413650419841,0.9030085147542305,0.9812478423118591,0.906330512183333,0.0031811737165969,0.23126456673412424,file1000477.h5,1.0
34.96455285290479,0.9030105264005102,0.9812494516372681,0.9062294778670483,0.003180868758985996,0.23123950421274655,file1000477.h5,1.25
34.96493906772547,0.9030123057700482,0.9812507629394531,0.9061280673044747,0.0031805858992939168,0.23121514938870297,file1000477.h5,1.5
34.96562000853014,0.903015161246788,0.9812536835670471,0.9059241286851552,0.0031800872466444044,0.23116858682997796,file1000477.h5,2.0
34.96660851644899,0.9030180144968496,0.9812590479850769,0.9055118624518717,0.003179363501851498,0.23108421368282328,file1000477.h5,3.0
30.64208896197716,0.8631354333329537,0.9687069058418274,0.924762666261579,0.007213651468106729,0.33488444722187116,file1000635.h5,0.0
30.63930971332139,0.8631404114430798,0.9687091708183289,0.9248433275352277,0.007218269290422093,0.3348570557504811,file1000635.h5,0.25
30.63651409005734,0.8631450552068887,0.9687113761901855,0.9249240614842638,0.007222917302023266,0.33483059668273263,file1000635.h5,0.5
30.633702167589917,0.8631493644337884,0.968713104724884,0.9250048643524602,0.007227595431920843,0.3348050716105688,file1000635.h5,0.75
30.630874090002088,0.8631533447101872,0.9687153100967407,0.9250857206108537,0.007232303494806266,0.3347804710193241,file1000635.h5,1.0
30.628029979644438,0.8631569996395134,0.9687169194221497,0.9251666188101073,0.00723704134133217,0.33475678904906037,file1000635.h5,1.25
30.62516979649047,0.8631603187514815,0.9687185287475586,0.9252475763369058,0.007241809092746145,0.3347340469344029,file1000635.h5,1.5
30.619401453510797,0.8631659416516474,0.9687215685844421,0.9254096701822307,0.007251434127022735,0.33469140155693694,file1000635.h5,2.0
30.607674994291752,0.8631731044903351,0.968726396560669,0.9257345207394547,0.0072710403052982965,0.334617532527651,file1000635.h5,3.0
38.31703569982214,0.9305411010936134,0.9876100420951843,0.9422710822278029,0.0022391892495730896,0.24131471146246133,file1000697.h5,0.0
38.317025398108285,0.9305378875196612,0.9876092076301575,0.9422442044175907,0.002239194561064536,0.24135312870912992,file1000697.h5,0.25
38.316993725445336,0.9305345558854555,0.987608015537262,0.9422174859406399,0.0022392108913464495,0.24139225341390944,file1000697.h5,0.5
38.31694079489944,0.9305311074359147,0.9876068234443665,0.9421909278263366,0.0022392381823625827,0.24143207942785025,file1000697.h5,0.75
38.31686672243351,0.9305275434608036,0.9876057505607605,0.9421645310818969,0.0022392763747217733,0.24147260052412148,file1000697.h5,1.0
38.31677162692984,0.9305238652967371,0.9876046180725098,0.9421382966926385,0.002239325407683269,0.2415138104053912,file1000697.h5,1.25
38.316655630227295,0.9305200743294785,0.987603485584259,0.94211222562139,0.002239385219134486,0.24155570271052632,file1000697.h5,1.5
38.316361435425236,0.9305121597790244,0.9876008629798889,0.9420605771624864,0.0022395369221455976,0.2416415088579257,file1000697.h5,2.0
38.31552789458134,0.9304950426335408,0.9875953197479248,0.9419592796191458,0.002239966797432392,0.24182102436339947,file1000697.h5,3.0
31.61038221516045,0.8636126398948428,0.9658830165863037,0.8118027817679564,0.007934047732503948,0.39315357712860877,file1000735.h5,0.0
31.59366897574153,0.8634980418728596,0.9658424258232117,0.8113908853706286,0.007964639675555387,0.39337038786332695,file1000735.h5,0.25
31.576991676041864,0.8633819647563847,0.9658012986183167,0.8109823415562039,0.007995283409759461,0.3935926355616451,file1000735.h5,0.5
31.56035672610141,0.863264481638061,0.9657592177391052,0.8105772124376905,0.008025966780162923,0.39382010517169036,file1000735.h5,0.75
31.5437703941887,0.8631456686029282,0.9657164216041565,0.8101755571250159,0.008056677710930545,0.3940525804837928,file1000735.h5,1.0
31.527238797819447,0.8630256035373577,0.96567302942276,0.8097774318670576,0.0080874042266018,0.39428984455522686,file1000735.h5,1.25
31.510767899052304,0.8629043658242824,0.9656293392181396,0.8093828900660384,0.008118134465927507,0.39453168009158474,file1000735.h5,1.5
31.478031259726894,0.8626587012129927,0.9655396342277527,0.8086047553401695,0.008179559284585077,0.395028196312885,file1000735.h5,2.0
31.413530950390857,0.8621569846688449,0.9653540253639221,0.8070934613046368,0.008301946596887278,0.39606658329734706,file1000735.h5,3.0
32.754835870833354,0.8543795263872092,0.9636725783348083,0.8553665900953454,0.004565272444350069,0.2638351807551495,file1000759.h5,0.0
32.75531664384744,0.8543918235660903,0.9636781811714172,0.8554510472482795,0.004564767087178526,0.2637966417963483,file1000759.h5,0.25
32.75570330830756,0.8544022100368706,0.9636822938919067,0.8555343995426531,0.004564360691356269,0.2637614325771069,file1000759.h5,0.5
32.75599599411293,0.8544106877310478,0.9636852145195007,0.8556166408573407,0.004564053093948192,0.26372955369488016,file1000759.h5,0.75
32.75619486623786,0.8544172595379228,0.9636879563331604,0.8556977653058668,0.004563844101618479,0.26370100444286715,file1000759.h5,1.0
32.756300125863405,0.8544219294148792,0.9636901021003723,0.8557777671430405,0.0045637334894141615,0.26367578285548193,file1000759.h5,1.25
32.756312010898085,0.8544247024576636,0.9636910557746887,0.8558566407010477,0.0045637210001795905,0.2636538857328907,file1000759.h5,1.5
32.75605678893741,0.8544245839980025,0.9636915326118469,0.856010980887312,0.004563989204381037,0.2636200460921645,file1000759.h5,2.0
32.75444010327681,0.854401923556625,0.9636833667755127,0.8563059093730592,0.004565688491323549,0.2635919952358639,file1000759.h5,3.0
36.91619767522407,0.9131260721152049,0.9795349836349487,0.8513537648232256,0.0033547231179055187,0.3175826481997231,file1000831.h5,0.0
36.91550243444196,0.913121073743205,0.9795308709144592,0.8513536699021121,0.003355260202100201,0.31760884884759627,file1000831.h5,0.25
36.91477425362485,0.9131157025361027,0.9795268774032593,0.8513533252055938,0.003355822825172183,0.3176365633765679,file1000831.h5,0.5
36.91401289076546,0.9131099549879845,0.9795225858688354,0.8513527308773322,0.0033564111869727785,0.31766580315876836,file1000831.h5,0.75
