,Mean,Std,N
PSNR,33.58199225564236,2.654103893151167,20
SSIM,0.8783706476899192,0.03163334592741289,20
MS-SSIM,0.969149473309517,0.010632029120656014,20
VIF,0.864367735058907,0.06512900342303471,20
NMSE,0.006280738267326275,0.0033603576328159607,20
HFEN,0.313813275613428,0.08934863745835102,20
