PSNR,SSIM,MS-SSIM,VIF,NMSE,HFEN,Image,Exponent
31.801500998549088,0.8261754981388736,0.9570538997650146,0.9280148395428729,0.00958974940799181,0.37570925369767205,file1000031.h5,0.0
31.803206671248144,0.8261800410883688,0.9570581912994385,0.9279351873121966,0.009585983815106617,0.3756967134224267,file1000031.h5,0.25
31.80490937729328,0.8261845483530368,0.9570626616477966,0.9278555604367976,0.009582226246442014,0.37568430345088244,file1000031.h5,0.5
31.80660910185165,0.8261890198679124,0.9570670127868652,0.9277759594458094,0.00957847672643428,0.3756720239867103,file1000031.h5,0.75
31.808305830155103,0.8261934555690239,0.9570712447166443,0.9276963848682981,0.009574735279345608,0.3756598752307196,file1000031.h5,1.0
31.809999547500105,0.826197855393379,0.9570756554603577,0.9276168372332607,0.009571001929264812,0.3756478573808723,file1000031.h5,1.25
31.811690239247802,0.8262022192788354,0.9570799469947815,0.9275373170696212,0.009567276700107707,0.3756359706322938,file1000031.h5,1.5
31.81506248771988,0.8262108389887105,0.9570885896682739,0.927378361271837,0.009559850699364537,0.37561259120528095,file1000031.h5,2.0
31.821770040617242,0.8262276444979425,0.9571055173873901,0.9270608025960179,0.009545097182064376,0.37556741383691744,file1000031.h5,3.0
34.958242242536286,0.8983510219292883,0.9765571355819702,0.8948612876635077,0.003524891698864134,0.29624772413364464,file1000033.h5,0.0
34.95809795344295,0.8983510223440883,0.9765571355819702,0.8948662442172619,0.003525008811076582,0.29625044452654725,file1000033.h5,0.25
34.957953400357304,0.8983510167807126,0.9765570163726807,0.8948711981460638,0.003525126141459994,0.2962531799775941,file1000033.h5,0.5
34.957808584352236,0.8983510052595354,0.9765572547912598,0.8948761494417619,0.0035252436891650197,0.29625593044398946,file1000033.h5,0.75
34.9576635065254,0.8983509878038113,0.9765570163726807,0.8948810980947904,0.003525361453322116,0.2962586958828464,file1000033.h5,1.0
34.95751816801013,0.8983509644408652,0.9765571355819702,0.8948860440935384,0.003525479433032702,0.2962614762511543,file1000033.h5,1.25
34.957372569986866,0.8983509352034231,0.9765569567680359,0.89489098742377,0.0035255976273598907,0.29626427150574625,file1000033.h5,1.5
34.95708060034938,0.8983508592602123,0.9765567183494568,0.8949008660088965,0.003525834655944473,0.2962699065004493,file1000033.h5,2.0
34.956493598103194,0.89835063823376,0.9765564203262329,0.8949205905712998,0.003526311247940478,0.2962813532297035,file1000033.h5,3.0
35.983364819484926,0.8953228769118404,0.9809547066688538,0.8837215870900135,0.003952689879399882,0.21277369065940796,file1000073.h5,0.0
35.98353730399646,0.895322417358211,0.9809545874595642,0.88365169027103,0.00395253289738125,0.21278280111102613,file1000073.h5,0.25
35.98370297276979,0.8953219261648415,0.9809547066688538,0.8835818827539342,0.003952382124388573,0.21279199069274238,file1000073.h5,0.5
